map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,planner_adaptation_mode,policy_name,viewpoint_generation_mode,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,random_walk,adaptive,marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,-7.166666666666667,14.214285714285714,0.011111111111111117,0.03333333333333333,0.02901717390796443,2.129692569535073,0.2,-0.00035987570392085136,-0.00035987570392085136,0.014658985498181476,0.0,0.005661459949314604,-0.0010852505425689044
open_water,ucb,anomaly_upper_tail,random_walk,adaptive,marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,-14.9,44.57142857142857,-0.033333333333333326,-0.1,0.12953720508166972,1.2187309114455627,26.8,-0.001597002486087838,-0.001597002486087838,-0.3084759323356005,0.0,0.02578492389284028,-0.0008594824718685973
harbor_cove,ucb,anomaly_upper_tail,random_walk,adaptive,marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,-0.2,-39.25,0.1,0.3,-0.08119369369369371,2.9353053317576547,-36.1,0.0007065129586324538,0.0007065129586324538,0.33009564915708023,0.0,0.017926813719240087,0.00020332313734532925
peninsula_passage,ucb,anomaly_upper_tail,random_walk,adaptive,marine_knownmap_path_v2_infosampled,simple_ring_v1,soft_clearance_astar_v1,-6.4,14.666666666666666,-0.033333333333333326,-0.1,0.0387080103359173,2.2350414654020008,9.9,-0.00018913758430716995,-0.00018913758430716995,0.022357239673064733,0.0,-0.02672735776413654,-0.002599592293183445
