episode_seed,map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,safe_nav_lambda_clearance,team_reservation_lambda,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,duplicate_viewpoint_ratio,cross_region_assignment_ratio,conflict_intervention_count,wait_count_total,reservation_wait_fallback_count,reservation_near_neighbor_step_ratio_mean,reservation_same_cell_violation_count,reservation_swap_violation_count,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,95,,0.6666666666666666,2,0.7979469203805708,205.84047333322815,0.0,0.05625,0,0,0,0.0,0,0,0.22631578947368422,0.026325681307884586
1,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,17,,0.6666666666666666,2,0.8027040560841262,229.94285041675843,0.0,0.025,0,0,0,0.0,0,0,0.35294117647058826,0.02938081336637105
2,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,11,103,1.0,3,0.4519278918377566,192.54493009698442,0.0,0.0,0,0,0,0.0,0,0,0.45454545454545453,0.06354373262675891
3,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,121,,0.3333333333333333,1,0.8049574361542313,197.2395491666854,0.0,0.06875,0,0,0,0.0,0,0,0.24793388429752067,0.026957963615199212
4,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,26,116,1.0,3,0.5420630946419629,186.24281034480472,0.0,0.0,0,0,0,0.0,0,0,0.09615384615384616,0.03271254887825354
5,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,24,208,1.0,3,0.7538808212318477,187.0304331731719,0.0,0.06490384615384616,0,0,0,0.0,0,0,0.125,0.02641249521919471
6,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,49,157,1.0,3,0.6231847771657486,180.21270254806498,0.0,0.006369426751592357,0,0,0,0.0,0,0,0.20408163265306123,0.028522706428228895
7,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,73,152,1.0,3,0.5953930896344517,199.84196644729406,0.0,0.039473684210526314,0,0,0,0.0,0,0,0.21232876712328766,0.025865385964091568
8,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,67,201,1.0,3,0.8102153229844767,222.6565213932371,0.0,0.06965174129353234,0,0,0,0.0,0,0,0.1791044776119403,0.023722241635845666
9,peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,1.0,1.0,172,,0.6666666666666666,2,0.8102153229844767,200.8645945833905,0.0,0.03125,0,0,0,0.0,0,0,0.21220930232558138,0.021328315478867016
0,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,11,85,1.0,3,0.41732979664014147,147.161796470498,0.0,0.0058823529411764705,0,0,0,0.0,0,0,0.45454545454545453,0.030413021441315153
1,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,230,1.0,3,0.812555260831123,152.18285347826009,0.0,0.04782608695652174,0,0,0,0.0,0,0,0.23809523809523808,0.02533641070577062
2,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,79,,0.6666666666666666,2,0.7961980548187445,152.17257416673723,0.0,0.014583333333333334,0,0,0,0.0,0,0,0.2088607594936709,0.02329323791646932
3,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,169,,0.6666666666666666,2,0.8388594164456233,152.0760629167095,0.0,0.09375,0,0,0,0.0,0,0,0.34911242603550297,0.021421972991701316
4,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,137,188,1.0,3,0.7183908045977011,153.76545691489153,0.0,0.0026595744680851063,0,0,0,0.0,0,0,0.2664233576642336,0.01890067121958425
5,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,44,102,1.0,3,0.4666224580017683,148.39670980401542,0.0,0.0,0,0,0,0.0,0,0,0.125,0.021361055078268697
6,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,21,93,1.0,3,0.3775419982316534,146.7945677417134,0.0,0.06989247311827956,0,0,0,0.0,0,0,0.14285714285714285,0.026071372735985254
7,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,43,75,1.0,3,0.371131741821397,147.3576413335104,0.0,0.06,0,0,0,0.0,0,0,0.20930232558139536,0.023274061741002418
8,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,20,102,1.0,3,0.44297082228116713,160.82780392157562,0.0,0.014705882352941176,0,0,0,0.0,0,0,0.35,0.028673956728238775
9,open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,39,,0.6666666666666666,2,0.773209549071618,145.6661195834537,0.0,0.0,0,0,0,0.0,0,0,0.3333333333333333,0.02883870613690832
0,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,68,176,1.0,3,0.7176535087719298,145.22092727278587,0.0,0.02556818181818182,0,0,0,0.0,0,0,0.29411764705882354,0.030309326585479364
1,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,72,203,1.0,3,0.7543859649122807,146.62924039406914,0.0,0.0,0,0,0,0.0,0,0,0.2569444444444444,0.02667377106337045
2,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,107,,0.3333333333333333,1,0.8706140350877193,141.78164541660104,0.0,0.05,0,0,0,0.0,0,0,0.32242990654205606,0.031022306748656372
3,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,8,111,1.0,3,0.5139802631578947,159.55607297311528,0.0,0.013513513513513514,0,0,0,0.0,0,0,0.375,0.041431273345595585
4,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,19,211,1.0,3,0.8733552631578947,123.79595924178687,0.0,0.02132701421800948,0,0,0,0.0,0,0,0.21052631578947367,0.033754065909823314
5,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,18,225,1.0,3,0.8555372807017544,143.68534444457813,0.0,0.0,0,0,0,0.0,0,0,0.05555555555555555,0.03337556592828703
6,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,14,73,1.0,3,0.4270833333333333,150.74682602720065,0.0,0.0,0,0,0,0.0,0,0,0.25,0.036343232088664364
7,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,58,148,1.0,3,0.7055921052631579,153.80208513530258,0.0,0.02702702702702703,0,0,0,0.0,0,0,0.2413793103448276,0.03383059401828862
8,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,64,184,1.0,3,0.7796052631578947,143.371447282591,0.0,0.002717391304347826,0,0,0,0.0,0,0,0.296875,0.026411885851780642
9,harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,54,196,1.0,3,0.7845394736842105,164.2094755102613,0.0,0.04591836734693878,0,0,0,0.0,0,0,0.37037037037037035,0.036046859066636926
0,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,113,,0.6666666666666666,2,0.7734101151727591,200.76167291676938,0.0,0.05,0,0,0,0.00026041666666666666,0,0,0.3053097345132743,0.03036962516351269
1,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,18,231,1.0,3,0.7931897846770155,187.77155324683028,0.0,0.008658008658008658,0,0,0,0.0,0,0,0.3333333333333333,0.029572620327775183
2,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,10,149,1.0,3,0.4757135703555333,247.56583892613835,0.0,0.18120805369127516,0,0,0,0.0,0,0,0.65,0.0513756748160523
3,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,130,239,1.0,3,0.8795693540310465,187.65423974890757,0.0,0.100418410041841,0,0,0,0.0,0,0,0.22692307692307692,0.024842889703858215
4,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,26,,0.6666666666666666,2,0.8625438157235854,220.86852541665394,0.0,0.12708333333333333,0,0,0,0.0,0,0,0.1346153846153846,0.03251750464589638
5,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,24,199,1.0,3,0.7681522283425137,192.19306783908456,0.0,0.06532663316582915,0,0,0,0.0,0,0,0.20833333333333334,0.02709460830361776
6,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,41,221,1.0,3,0.7586379569354031,194.5746800905645,0.0,0.07013574660633484,0,0,0,0.0,0,0,0.2073170731707317,0.02640157469145539
7,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,114,198,1.0,3,0.7531296945418127,209.15561060586458,0.0,0.027777777777777776,0,0,0,0.0,0,0,0.25,0.024656602819888237
8,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,224,,0.3333333333333333,1,0.8104656985478217,167.79324833328246,0.0,0.04375,0,0,0,0.0,0,0,0.2611607142857143,0.023318712667179414
9,peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,1.0,1.0,103,157,1.0,3,0.5610916374561843,221.4689783441091,0.0,0.041401273885350316,0,0,0,0.0,0,0,0.4223300970873786,0.02791070651917952
