map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.24599659999373139,0.10172588791394518,0.03023063310281347,0.008639454020053068
open_water,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.2447397682153698,0.1110833802186398,0.025776677467948088,0.004048729098890439
harbor_cove,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.26218859870032807,0.09137368464391724,0.034438033388422766,0.006317585101201571
peninsula_passage,two_usv_coordinated,coordinated,random_walk,ucb,soft_clearance_astar_v1,reservation_v1,0.23106143306549645,0.09934274784818924,0.030477188452069516,0.011402441886094666
ALL,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.27833504449912494,0.11129662096194402,0.029161462232008065,0.006436428755445018
open_water,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.2677530037605972,0.09814257418230263,0.02475844666952441,0.0035686112737190025
harbor_cove,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.26731985501055516,0.08717415406825883,0.03291988806065827,0.004329638647337932
peninsula_passage,two_usv_coordinated,coordinated,random_walk,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.2999322747262227,0.13867141438974143,0.02980605196584151,0.0076729578035083885
