map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,assignment_mode,target_motion_mode,path_safety_mode,team_path_avoidance_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean,duplicate_viewpoint_ratio_delta_mean,cross_region_assignment_ratio_delta_mean,conflict_intervention_count_delta_mean,wait_count_total_delta_mean
ALL,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,1.1666666666666667,1.3571428571428572,0.06666666666666667,0.2,-0.04115450917313194,17.366814929425665,0.03233844450539357,-0.0010691708708053976,0.0,0.017720987951794963,0.0,0.0
open_water,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,-6.4,-36.0,0.06666666666666667,0.2,-0.12197170645446502,18.44516072791508,0.023013235545227377,-0.0010182307984236776,0.0,0.013380108442905722,0.0,0.0
harbor_cove,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,-4.9,2.6666666666666665,0.1,0.3,-0.04583333333333336,30.916225663903408,0.005131256310227053,-0.0015181453277645068,0.0,0.004371801537453859,0.0,0.0
peninsula_passage,ucb,anomaly_upper_tail,coordinated,random_walk,soft_clearance_astar_v1,reservation_v1,14.8,36.75,0.033333333333333326,0.1,0.044341512268402605,2.739058396458506,0.06887084166072628,-0.0006711364862280071,0.0,0.03541105387502531,0.0,0.0
