map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,random_walk,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3760931765472879,0.22722951624123838,0.026488387448174146,0.005724834794651901
open_water,single_usv_infosampled,random_walk,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3288228634057456,0.1418597645699446,0.023422637609791408,0.003089649237959057
harbor_cove,single_usv_infosampled,random_walk,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3812691938572676,0.27153278930115404,0.02871996205019945,0.0056927504733658065
peninsula_passage,single_usv_infosampled,random_walk,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4181874723788507,0.23877250110288828,0.027322562684531572,0.006425983528740446
ALL,single_usv_infosampled,random_walk,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.41072930733952007,0.21692249404791059,0.025644292511617216,0.005376884769556152
open_water,single_usv_infosampled,random_walk,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3782631814991639,0.16697932478066568,0.023437526345997283,0.003718704347356611
harbor_cove,single_usv_infosampled,random_walk,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4023054466975321,0.24370628144806009,0.028055136684925857,0.005585663446286313
peninsula_passage,single_usv_infosampled,random_walk,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4516192938218645,0.22604038798569948,0.02544021450392851,0.005566025237645204
