map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,planner_adaptation_mode,policy_name,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,static,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-2.75,10.0,0.033333333333333326,0.1,0.01860081816051671,-2.3434167645471917,6.066666666666666,-0.005793409464704703,-0.005793409464704703,0.06049929826514585,0.0,0.01019119356134655,0.0007029617836059288
open_water,ucb,anomaly_upper_tail,static,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-0.14285714285714285,29.0,-0.03333333333333334,-0.1,0.038704686118479215,-0.9455235793075432,16.2,-0.00036599814822570377,-0.00036599814822570377,0.20535739222104218,0.0,0.00784749034749035,0.00013272545591333818
harbor_cove,ucb,anomaly_upper_tail,static,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-7.857142857142857,-9.0,0.06666666666666665,0.2,0.008059210526315775,-3.051368660762531,2.0,-4.746437287253152e-05,-4.746437287253152e-05,-0.17844283075893816,0.0,0.015322518989479506,0.0010374922521584368
peninsula_passage,ucb,anomaly_upper_tail,static,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.16666666666666666,,0.06666666666666667,0.2,0.009038557836755123,-3.0333580535715017,0.0,-0.01696676587301587,-0.01696676587301587,0.1545833333333333,0.0,0.0074035713470697985,0.0009386676427460116
