map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,single_usv_infosampled,static,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.39863566463371713,0.20867431786037066,0.026612319251382636,0.005732070641666057
open_water,single_usv_infosampled,static,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.3361728152799581,0.16651083674627354,0.022584806195531094,0.002121897065674672
harbor_cove,single_usv_infosampled,static,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4151281022732357,0.23459567228964281,0.031188789112112793,0.004748283964780352
peninsula_passage,single_usv_infosampled,static,ucb,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4446060763479574,0.2039290018379898,0.026063362446504017,0.005835662976971175
ALL,single_usv_infosampled,static,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4088268581950637,0.21077142191954404,0.027315281034988557,0.00609520284963582
open_water,single_usv_infosampled,static,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.34402030562744845,0.18332146769026578,0.022717531651444432,0.002052958663593539
harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.4304506212627152,0.22954201712906275,0.03222628136427123,0.005153269604166023
peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,no_kappa,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,0.45200964769502716,0.20111004215668615,0.027002030089250027,0.005943762837115866
