map_kind,system_name,assignment_mode,target_motion_mode,clue_acquisition_mode,path_safety_mode,team_path_avoidance_mode,anomaly_top_band_selection_ratio_pre_first_detection_mean,anomaly_top_band_selection_ratio_pre_first_detection_std,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_std
ALL,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.2492077427149853,0.11615291824627563,0.029444625621249516,0.006327238521182438
open_water,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.27302543268528884,0.13193773047791885,0.02758277719529354,0.005660855463430568
harbor_cove,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.22114547796469988,0.09678332620542264,0.032266130305288174,0.007093919751828953
peninsula_passage,two_usv_coordinated,coordinated,static,ucb,soft_clearance_astar_v1,reservation_v1,0.25345231749496727,0.1110276308980305,0.028484969363166846,0.005038308397825602
ALL,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.28574122958524933,0.11558883055791039,0.029946561473305523,0.006874237927550261
open_water,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.2776483258290117,0.1387837395051425,0.027101976442866566,0.005359634918640415
harbor_cove,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.29062591888466804,0.06876021390156783,0.03383072170770232,0.007178631552112477
peninsula_passage,two_usv_coordinated,coordinated,static,anomaly_upper_tail,soft_clearance_astar_v1,reservation_v1,0.2889494440420681,0.1264665645997187,0.028906986269347686,0.006103107610477329
