map_kind,baseline_clue_acquisition_mode,challenger_clue_acquisition_mode,target_motion_mode,policy_name,path_safety_mode,time_to_first_detection_delta_mean,time_to_all_found_delta_mean,detection_rate_delta_mean,found_count_delta_mean,known_free_observation_ratio_final_delta_mean,planning_time_ms_mean_delta_mean,path_length_delta_mean,clearance_penalty_raw_mean_delta_mean,near_obstacle_step_ratio_delta_mean,min_clearance_cells_mean_delta_mean,path_invalidations_per_episode_delta_mean,anomaly_top_band_selection_ratio_pre_first_detection_delta_mean,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection_delta_mean
ALL,ucb,anomaly_upper_tail,random_walk,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,2.433333333333333,-12.75,-0.044444444444444446,-0.13333333333333333,-0.01120677334363867,-0.42380189717659406,-2.4,0.0003726287870761656,0.0003726287870761656,0.005389806071474945,0.0,0.03389015674660792,-0.0008250767112498496
open_water,ucb,anomaly_upper_tail,random_walk,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,5.8,11.0,-0.13333333333333336,-0.4,0.005444646098003625,0.24418807173160104,3.8,-0.0003195798980540303,-0.0003195798980540303,-0.00750435371246958,0.0,0.08292672118330013,0.002015983103945119
harbor_cove,ucb,anomaly_upper_tail,random_walk,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,-4.9,-62.0,0.03333333333333334,0.1,-0.0408220720720721,-0.8755014703669296,-19.4,0.0011302228127463895,0.0011302228127463895,0.0403670025462914,0.0,0.01800175669740887,-0.004311645369295845
peninsula_passage,ucb,anomaly_upper_tail,random_walk,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,6.4,-11.0,-0.03333333333333334,-0.1,0.0017571059431524595,-0.6400922928944535,8.4,0.0003072434465361379,0.0003072434465361379,-0.01669323061939698,0.0,0.0007419923591147459,-0.0001795678683988229
