map_kind,system_name,target_motion_mode,clue_acquisition_mode,policy_name,path_safety_mode,time_to_first_detection_mean,time_to_first_detection_std,time_to_all_found_mean,time_to_all_found_std,detection_rate_mean,detection_rate_std,found_count_mean,found_count_std,known_free_observation_ratio_final_mean,known_free_observation_ratio_final_std,planning_time_ms_mean_mean,planning_time_ms_mean_std,path_length_mean,path_length_std,clearance_penalty_raw_mean_mean,clearance_penalty_raw_mean_std,near_obstacle_step_ratio_mean,near_obstacle_step_ratio_std,min_clearance_cells_mean_mean,min_clearance_cells_mean_std,path_invalidations_per_episode_mean,path_invalidations_per_episode_std
ALL,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,,,,,0.0,0.0,0.0,0.0,0.02365163572060124,0.0,55.63215000006494,0.0,12.0,0.0,0.052083333333333336,0.0,0.052083333333333336,0.0,1.5833333333333333,0.0,0.0,0.0
open_water,single_usv_infosampled,static,ucb,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,,,,,0.0,0.0,0.0,0.0,0.02365163572060124,0.0,55.63215000006494,0.0,12.0,0.0,0.052083333333333336,0.0,0.052083333333333336,0.0,1.5833333333333333,0.0,0.0,0.0
ALL,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,,,,,0.0,0.0,0.0,0.0,0.02365163572060124,0.0,53.76135000005888,0.0,12.0,0.0,0.052083333333333336,0.0,0.052083333333333336,0.0,1.5833333333333333,0.0,0.0,0.0
open_water,single_usv_infosampled,static,anomaly_upper_tail,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,,,,,0.0,0.0,0.0,0.0,0.02365163572060124,0.0,53.76135000005888,0.0,12.0,0.0,0.052083333333333336,0.0,0.052083333333333336,0.0,1.5833333333333333,0.0,0.0,0.0
