target_motion_mode,n,time_to_first_detection_baseline_mean,time_to_first_detection_simple_ring_mean,time_to_first_detection_delta,time_to_all_found_baseline_mean,time_to_all_found_simple_ring_mean,time_to_all_found_delta,success_all_found_baseline_mean,success_all_found_simple_ring_mean,success_all_found_delta,detection_rate_baseline_mean,detection_rate_simple_ring_mean,detection_rate_delta,found_count_baseline_mean,found_count_simple_ring_mean,found_count_delta,known_free_observation_ratio_final_baseline_mean,known_free_observation_ratio_final_simple_ring_mean,known_free_observation_ratio_final_delta,path_length_total_baseline_mean,path_length_total_simple_ring_mean,path_length_total_delta,planning_time_ms_mean_baseline_mean,planning_time_ms_mean_simple_ring_mean,planning_time_ms_mean_delta,duplicate_viewpoint_ratio_baseline_mean,duplicate_viewpoint_ratio_simple_ring_mean,duplicate_viewpoint_ratio_delta,cross_region_assignment_ratio_baseline_mean,cross_region_assignment_ratio_simple_ring_mean,cross_region_assignment_ratio_delta,reservation_wait_fallback_count_baseline_mean,reservation_wait_fallback_count_simple_ring_mean,reservation_wait_fallback_count_delta,candidate_pool_size_mean_baseline_mean,candidate_pool_size_mean_simple_ring_mean,candidate_pool_size_mean_delta,reachable_pool_size_mean_baseline_mean,reachable_pool_size_mean_simple_ring_mean,reachable_pool_size_mean_delta,a_star_checked_pool_size_mean_baseline_mean,a_star_checked_pool_size_mean_simple_ring_mean,a_star_checked_pool_size_mean_delta
random_walk,30,61.13333333333333,58.8,-2.3333333333333357,159.88888888888889,156.73684210526315,-3.1520467836257353,0.6,0.6333333333333333,0.033333333333333326,0.8333333333333334,0.8777777777777778,0.0444444444444444,2.5,2.6333333333333333,0.1333333333333333,0.7322565174982214,0.7134395046560836,-0.01881701284213777,383.8666666666667,374.53333333333336,-9.333333333333314,149.6001192538364,119.90387406402775,-29.69624518980865,0.0,0.0,0.0,0.022650026566808572,0.03228800963353069,0.00963798306672212,0.0,0.0,0.0,,,,,,,,,
static,30,61.42857142857143,65.3,3.8714285714285666,157.47058823529412,160.6875,3.216911764705884,0.5666666666666667,0.5333333333333333,-0.033333333333333326,0.7999999999999999,0.7888888888888889,-0.011111111111111072,2.4,2.3666666666666667,-0.033333333333333215,0.6757008148246421,0.6751067327569488,-0.0005940820676932912,386.46666666666664,395.4,8.933333333333337,171.72719146564023,147.20831413315267,-24.518877332487563,0.0001388888888888889,0.0,-0.0001388888888888889,0.014738619028060762,0.013892547491149836,-0.0008460715369109258,0.0,0.0,0.0,,,,,,,,,
