run_kind,tick_global,policy_step,tick_in_policy_step,reporter_usv_id,agent_id,sensor_id,recommended_rule_id,expected_target_present_for_audit,raw_sensor_found,accepted_candidate,teammate_rejected,range_limited,estimated_world_position,target_world_location_for_audit,target_position_error_m,observer_world_location,matched_range_m,bearing_deg,blob_yaw_deg,matched_beam_index,matched_beam_yaw_deg,beam_yaw_error_deg,local_range_scaled_blob_present,local_blob_area,local_blob_range_scaled_area,sphere_blob_local_candidate_count,sphere_blob_candidate_count,rgb_changed_pixels,rgb_change_bbox_xyxy,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,nearest_teammate_agent_name,nearest_teammate_distance_m,within_teammate_exclusion_radius,truth_used_for_detection,actor_truth_used_for_detection,target_truth_used_for_detection,teammate_truth_used_for_detection
target,40,4,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[15.27659574468085, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,41,4,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[15.617021276595745, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,41,4,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[15.617021276595745, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,42,4,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[15.957446808510639, -6.0, 0.0]",,,,,,,False,0,,1,1,24,"[194, 125, 269, 143]",[],,,,False,False,False,False,False
target,42,4,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[15.957446808510639, 6.0, 0.0]",,,,,,,False,0,,1,1,87,"[67, 127, 292, 176]",[],,,,False,False,False,False,False
target,43,4,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.29787234042553, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,43,4,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.29787234042553, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[8],26.922697067260742,,,False,False,False,False,False
target,44,4,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.638297872340424, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,44,4,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.638297872340424, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[8],26.752113342285156,,,False,False,False,False,False
target,45,4,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.97872340425532, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[9],27.110370635986328,,,False,False,False,False,False
target,45,4,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[16.97872340425532, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[8],27.047130584716797,,,False,False,False,False,False
target,46,4,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[17.319148936170215, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[9],26.8754940032959,,,False,False,False,False,False
target,46,4,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[17.319148936170215, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,47,4,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[17.659574468085104, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[9],26.758167266845703,,,False,False,False,False,False
target,47,4,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[17.659574468085104, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[],,,,False,False,False,False,False
target,48,4,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[43.76037226817618, -12.902470945982895, 0.0]","[31.0, 0.0, 0.5]",18.146648641949632,"[18.0, -6.0, 0.0]",26.669099807739258,-15.0,-12.989732142857145,9,-15.0,2.010267857142855,True,28,19914.744767544427,1,1,36,"[33, 128, 287, 160]",[9],26.669099807739258,sv0,26.669099807739258,False,False,False,False,False
target,48,4,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[18.0, 6.0, 0.0]",,,,,,,False,0,,1,1,57,"[83, 121, 293, 172]",[],,,,False,False,False,False,False
coexist,1,1,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.0, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],26.133228302001953,,,False,False,False,False,False
coexist,1,1,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.0, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.896875381469727,,,False,False,False,False,False
coexist,2,1,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.3404255319148937, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],25.73012924194336,,,False,False,False,False,False
coexist,2,1,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.3404255319148937, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",19.268802642822266,,,False,False,False,False,False
coexist,3,1,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.6808510638297873, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 6]",25.358869552612305,,,False,False,False,False,False
coexist,3,1,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[2.6808510638297873, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1, 6]",19.14856719970703,,,False,False,False,False,False
coexist,4,1,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.0212765957446805, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1, 6]",25.013507843017578,,,False,False,False,False,False
coexist,4,1,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.0212765957446805, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1, 6]",19.03606414794922,,,False,False,False,False,False
coexist,5,1,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.3617021276595747, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",25.243009567260742,,,False,False,False,False,False
coexist,5,1,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.3617021276595747, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.931848526000977,,,False,False,False,False,False
coexist,6,1,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.702127659574468, -6.0, 0.0]",,,,,,,False,0,,1,1,305,"[41, 123, 157, 138]","[0, 1]",25.486377716064453,,,False,False,False,False,False
coexist,6,1,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.702127659574468, 6.0, 0.0]",,,,,,,False,0,,4,2,296,"[62, 121, 167, 139]","[0, 1]",18.835704803466797,,,False,False,False,False,False
coexist,7,1,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.042553191489361, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",25.72591781616211,,,False,False,False,False,False
coexist,7,1,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.042553191489361, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.747100830078125,,,False,False,False,False,False
coexist,8,1,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.382978723404255, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",25.96204376220703,,,False,False,False,False,False
coexist,8,1,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.382978723404255, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.665725708007812,,,False,False,False,False,False
coexist,9,1,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.723404255319149, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",25.928781509399414,,,False,False,False,False,False
coexist,9,1,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.723404255319149, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.590648651123047,,,False,False,False,False,False
coexist,10,1,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[5.0638297872340425, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",25.63597869873047,,,False,False,False,False,False
coexist,10,1,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[5.0638297872340425, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.521020889282227,,,False,False,False,False,False
coexist,11,1,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[5.404255319148936, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 7]",25.362571716308594,,,False,False,False,False,False
coexist,11,1,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[5.404255319148936, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.456296920776367,,,False,False,False,False,False
coexist,12,1,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[33.95683649329315, -8.468243792324, 0.0]","[31.0, 0.0, 0.5]",8.969617325967931,"[5.74468085106383, -6.0, 0.0]",28.319921493530273,-5.0,-1.9709374999999962,7,-5.0,3.0290625000000038,True,20,16040.359067994359,1,1,252,"[57, 123, 168, 138]","[1, 2, 7]",25.107572555541992,teammate_extra0,23.21640088133323,False,False,False,False,False
coexist,12,1,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[5.74468085106383, 6.0, 0.0]",,,,,,,False,0,,3,1,352,"[43, 120, 158, 140]",[0],18.55754852294922,,,False,False,False,False,False
coexist,13,2,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.085106382978723, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2, 7]",24.869035720825195,,,False,False,False,False,False
coexist,13,2,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.085106382978723, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.75773048400879,,,False,False,False,False,False
coexist,14,2,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.425531914893617, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",24.848440170288086,,,False,False,False,False,False
coexist,14,2,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.425531914893617, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.90483856201172,,,False,False,False,False,False
coexist,15,2,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.76595744680851, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",24.989591598510742,,,False,False,False,False,False
coexist,15,2,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[6.76595744680851, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.997844696044922,,,False,False,False,False,False
coexist,16,2,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.1063829787234045, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",25.12384796142578,,,False,False,False,False,False
coexist,16,2,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.1063829787234045, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],19.03671646118164,,,False,False,False,False,False
coexist,17,2,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.446808510638298, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",25.251333236694336,,,False,False,False,False,False
coexist,17,2,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.446808510638298, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],19.02239227294922,,,False,False,False,False,False
coexist,18,2,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.787234042553192, -6.0, 0.0]",,,,,,,False,0,,1,1,225,"[68, 124, 178, 137]","[1, 2]",25.3719425201416,,,False,False,False,False,False
coexist,18,2,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[7.787234042553192, 6.0, 0.0]",,,,,,,False,0,,1,1,368,"[33, 120, 245, 140]",[0],18.956716537475586,,,False,False,False,False,False
coexist,19,2,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.127659574468085, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",25.485952377319336,,,False,False,False,False,False
coexist,19,2,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.127659574468085, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.842327117919922,,,False,False,False,False,False
coexist,20,2,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.46808510638298, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",25.592782974243164,,,False,False,False,False,False
coexist,20,2,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.46808510638298, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.682537078857422,,,False,False,False,False,False
coexist,21,2,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.808510638297872, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2]",25.6113338470459,,,False,False,False,False,False
coexist,21,2,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[8.808510638297872, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.481185913085938,,,False,False,False,False,False
coexist,22,2,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[9.148936170212766, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2, 8]",25.41965103149414,,,False,False,False,False,False
coexist,22,2,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[9.148936170212766, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.242475509643555,,,False,False,False,False,False
coexist,23,2,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[9.48936170212766, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[1, 2, 8]",25.236949920654297,,,False,False,False,False,False
coexist,23,2,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[9.48936170212766, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],18.011484146118164,,,False,False,False,False,False
coexist,24,2,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[37.181225582319186, -10.822796541985344, 0.0]","[31.0, 0.0, 0.5]",12.463565889773562,"[9.829787234042552, -6.0, 0.0]",27.773378372192383,-10.0,-7.50833333333333,8,-10.0,2.49166666666667,True,27,20826.734747534018,2,1,216,"[76, 123, 185, 137]","[2, 8]",25.06326675415039,teammate_extra0,26.86981951955544,False,False,False,False,False
coexist,24,2,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[9.829787234042552, 6.0, 0.0]",,,,,,,False,0,,5,3,392,"[36, 120, 153, 141]",[0],17.996498107910156,,,False,False,False,False,False
coexist,25,3,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.170212765957446, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 8]",24.898427963256836,,,False,False,False,False,False
coexist,25,3,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.170212765957446, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],17.985729217529297,,,False,False,False,False,False
coexist,26,3,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.51063829787234, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 8]",24.74187469482422,,,False,False,False,False,False
coexist,26,3,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.51063829787234, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,[0],17.979389190673828,,,False,False,False,False,False
coexist,27,3,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.851063829787234, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 8]",24.59344482421875,,,False,False,False,False,False
coexist,27,3,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[10.851063829787234, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 6]",17.97826385498047,,,False,False,False,False,False
coexist,28,3,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[11.191489361702128, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",24.45244789123535,,,False,False,False,False,False
coexist,28,3,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[11.191489361702128, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 6]",17.982736587524414,,,False,False,False,False,False
coexist,29,3,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[11.53191489361702, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",24.31867218017578,,,False,False,False,False,False
coexist,29,3,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[11.53191489361702, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1, 6]",17.993093490600586,,,False,False,False,False,False
coexist,30,3,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[11.872340425531915, -6.0, 0.0]",,,,,,,False,0,,1,0,204,"[82, 124, 190, 137]","[2, 3]",24.192428588867188,,,False,False,False,False,False
coexist,30,3,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[39.615550264399104, 6.0, 0.0]","[31.0, 0.0, 0.5]",10.498938344346417,"[11.872340425531915, 6.0, 0.0]",27.743209838867188,0.0,1.555434782608692,6,0.0,1.555434782608692,True,23,17702.770919758594,3,2,391,"[41, 120, 261, 157]","[0, 1, 6]",18.00926971435547,teammate_extra0,17.66568737945889,False,False,False,False,False
coexist,31,3,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.212765957446809, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",24.072614669799805,,,False,False,False,False,False
coexist,31,3,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.212765957446809, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.031219482421875,,,False,False,False,False,False
coexist,32,3,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.553191489361701, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",23.978269577026367,,,False,False,False,False,False
coexist,32,3,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.553191489361701, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.058664321899414,,,False,False,False,False,False
coexist,33,3,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.893617021276595, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",23.994176864624023,,,False,False,False,False,False
coexist,33,3,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[12.893617021276595, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.09154510498047,,,False,False,False,False,False
coexist,34,3,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[13.23404255319149, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",24.00611114501953,,,False,False,False,False,False
coexist,34,3,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[13.23404255319149, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",18.12956428527832,,,False,False,False,False,False
coexist,35,3,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[13.574468085106384, -6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[2, 3]",24.014142990112305,,,False,False,False,False,False
coexist,35,3,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[13.574468085106384, 6.0, 0.0]",,,,,,,False,0,,0,0,0,,"[0, 1]",17.624536514282227,,,False,False,False,False,False
