run_kind,tick_global,policy_step,tick_in_policy_step,agent_name,rgb_present,rangefinder_present,any_rangefinder_hit,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,loc_x,loc_y,loc_z,selected_sensor,fallback_used,target_waypoint,distance_to_waypoint_m,heading_deg,target_heading_deg,heading_error_deg,cmd_l,cmd_r,inter_vessel_distance_m
baseline,12,1,12,sv0,True,True,False,[],,2.857842445373535,-5.92887020111084,0.1591397225856781,LocationSensor,False,"[5.74468085106383, -6.0, 0.0]",2.887714568453484,16.570377349853516,358.588555272995,-17.98182207685852,4923.096213785631,905.91860419861,11.858242988797844
baseline,12,1,12,sv1,True,True,False,[],,2.8579132556915283,5.929372787475586,0.16652153432369232,LocationSensor,False,"[5.74468085106383, 6.0, 0.0]",2.8876314433875643,345.2528715133667,1.4015101468916757,16.148638633524968,1139.41313487962,4747.053632412659,11.858242988797844
baseline,13,2,1,sv0,False,True,False,[],,2.9008803367614746,-5.919943332672119,0.14810329675674438,LocationSensor,False,"[6.085106382978723, -6.0, 0.0]",3.1852322652189713,17.08793067932129,358.5597934962484,-18.528137183072886,5127.77049889121,988.5449231368507,11.840748787891094
baseline,13,2,1,sv1,False,True,False,[],,2.901031494140625,5.92080545425415,0.15538530051708221,LocationSensor,False,"[6.085106382978723, 6.0, 0.0]",3.185059602865422,345.06889152526855,1.4247711098664089,16.355879584597858,1267.7494128118099,4921.687983192035,11.840748787891094
baseline,14,2,2,sv0,False,True,False,[],,2.9444024562835693,-5.910482406616211,0.14009033143520355,LocationSensor,False,"[6.425531914893617, -6.0, 0.0]",3.482280245346131,17.583837509155273,358.52695791362686,-19.05687959552847,5329.3260818407,1071.978317385057,11.82230186754354
baseline,14,2,2,sv1,False,True,False,[],,2.9446651935577393,5.9118194580078125,0.14751456677913666,LocationSensor,False,"[6.425531914893617, 6.0, 0.0]",3.481983477802504,344.93288230895996,1.4511594131078773,16.5182771041479,1401.218738331479,5091.4372628009205,11.82230186754354
baseline,15,2,3,sv0,False,True,False,[],,2.9883475303649902,-5.900502681732178,0.1360926330089569,LocationSensor,False,"[6.76595744680851, -6.0, 0.0]",3.778920004069272,18.058809280395508,358.4912527170671,-19.56755656332848,5527.787951914519,1156.3538578305725,11.802948005203927
baseline,15,2,3,sv1,False,True,False,[],,2.9887585639953613,5.902445316314697,0.14322930574417114,LocationSensor,False,"[6.76595744680851, 6.0, 0.0]",3.7784584577091542,344.8436450958252,1.4794638841380547,16.63581878831286,1539.9762396385036,5256.453828389775,11.802948005203927
baseline,16,2,4,sv0,False,True,False,[],,3.032660722732544,-5.890018463134766,0.1360616683959961,LocationSensor,False,"[7.1063829787234045, -6.0, 0.0]",4.075206615302654,18.513538360595703,358.4535156914207,-20.06002266917494,5723.215561919522,1241.76348381643,11.782732502140377
baseline,16,2,4,sv1,False,True,False,[],,3.0332634449005127,5.892714023590088,0.14258213341236115,LocationSensor,False,"[7.1063829787234045, 6.0, 0.0]",4.074532245245317,344.800012588501,1.5088220697931531,16.708809481292178,1684.128909591577,5416.912775665105,11.782732502140377
baseline,17,2,5,sv0,False,True,False,[],,3.0772933959960938,-5.879042625427246,0.1396009474992752,LocationSensor,False,"[7.446808510638298, -6.0, 0.0]",4.371188971384125,18.948699951171875,358.41433718466624,-20.534362766505637,5915.689981761967,1328.2693088089422,11.761699706761608
baseline,17,2,5,sv1,False,True,False,[],,3.078136920928955,5.882657051086426,0.14526747167110443,LocationSensor,False,"[7.446808510638298, 6.0, 0.0]",4.370247227147829,344.8008403778076,1.538600333207274,16.737759955399667,1833.7487595600448,5573.000223626393,11.761699706761608
baseline,18,2,6,sv0,True,True,False,[],,3.122201919555664,-5.867588996887207,0.1460009068250656,LocationSensor,False,"[7.787234042553192, -6.0, 0.0]",4.666910903621812,19.36493682861328,358.3741686916819,-20.990768136931365,6105.301842274757,1415.919230919004,11.739894922258213
baseline,18,2,6,sv1,True,True,False,[],,3.1233415603637695,5.872305870056152,0.15071630477905273,LocationSensor,False,"[7.787234042553192, 6.0, 0.0]",4.665640242908269,344.8450183868408,1.568326755358424,16.72330836851762,1988.88105241836,5724.904000987368,11.739894922258213
baseline,19,2,7,sv0,False,True,False,[],,3.167346715927124,-5.85567045211792,0.15427029132843018,LocationSensor,False,"[8.127659574468085, -6.0, 0.0]",4.962412182900434,19.762897491455078,358.333342744322,-21.429554747133125,6292.152354253631,1504.7438733083013,11.717362022846899
baseline,19,2,7,sv1,False,True,False,[],,3.1688451766967773,5.861691474914551,0.1580049693584442,LocationSensor,False,"[8.127659574468085, 6.0, 0.0]",4.96074283546883,344.93146419525146,1.5976481821137611,16.66618398686228,2149.5477204703493,5872.808959688296,11.717362022846899
baseline,20,2,8,sv0,False,True,False,[],,3.212693214416504,-5.84329891204834,0.16292929649353027,LocationSensor,False,"[8.46808510638298, -6.0, 0.0]",5.257727567030475,20.14319610595703,358.29210612290416,-21.851089983052816,6476.345513390357,1594.765156861415,11.694144884355275
baseline,20,2,8,sv1,False,True,False,[],,3.2146189212799072,5.850845813751221,0.16659630835056305,LocationSensor,False,"[8.46808510638298, 6.0, 0.0]",5.2555831198161975,345.0591220855713,1.6262806203156397,16.56715853474435,2315.7535800365044,6016.89232091546,11.694144884355275
baseline,21,2,9,sv0,False,True,False,[],,3.2582101821899414,-5.83048677444458,0.17076389491558075,LocationSensor,False,"[8.808510638297872, -6.0, 0.0]",5.552888427360134,20.506441116333008,358.25065789592236,-22.25578322041065,6657.987504030224,1685.9978105099335,11.670287384995781
baseline,21,2,9,sv1,False,True,False,[],,3.260638952255249,5.8398003578186035,0.17500744760036469,LocationSensor,False,"[8.808510638297872, 6.0, 0.0]",5.550184156417556,345.226957321167,1.6540060833822297,16.427048762215236,2487.484196421697,6157.322113686529,11.670287384995781
baseline,22,2,10,sv0,False,True,False,[],,3.3038699626922607,-5.8172478675842285,0.17709314823150635,LocationSensor,False,"[9.148936170212766, -6.0, 0.0]",5.847922478299506,20.853221893310547,358.2091706909644,-22.64405120234619,6837.183212162112,1778.4536189317532,11.64583388238259
baseline,22,2,10,sv1,False,True,False,[],,3.306884288787842,5.828585624694824,0.18213917315006256,LocationSensor,False,"[9.148936170212766, 6.0, 0.0]",5.844566115061216,345.4339647293091,1.6806600565197514,16.24669532721066,2664.7090019855723,6294.255575146576,11.64583388238259
baseline,23,2,11,sv0,False,True,False,[],,3.3496475219726562,-5.80359411239624,0.1811278760433197,LocationSensor,False,"[9.48936170212766, -6.0, 0.0]",6.1428548319720075,21.184118270874023,358.1677661379485,-23.016352132925476,7014.039151749777,1872.136732319772,11.620829214163239
baseline,23,2,11,sv1,False,True,False,[],,3.353336811065674,5.817234516143799,0.18717865645885468,LocationSensor,False,"[9.48936170212766, 6.0, 0.0]",6.1387461819024125,345.67916679382324,1.7060875605283765,16.026920766705132,2847.386242429908,6427.834707521219,11.620829214163239
baseline,24,2,12,sv0,True,True,False,[],,3.3955209255218506,-5.789539337158203,0.18227536976337433,LocationSensor,False,"[9.829787234042552, -6.0, 0.0]",6.43770740400404,21.499692916870117,358.1265602878407,-23.373132629029442,7188.658529952187,1967.0505826640947,11.595318221518848
baseline,24,2,12,sv1,True,True,False,[],,3.3999810218811035,5.8057780265808105,0.18980589509010315,LocationSensor,False,"[9.829787234042552, 6.0, 0.0]",6.432738926842033,345.96160888671875,1.7301791534749138,15.768570266756171,3035.4571529562554,6558.189562389544,11.595318221518848
baseline,25,3,1,sv0,False,True,False,[],,3.4414708614349365,-5.775096893310547,0.18064896762371063,LocationSensor,False,"[10.170212765957446, -6.0, 0.0]",6.732499463429297,21.80049705505371,358.08564460500213,-23.71485245005158,7361.143282570679,2063.1943945317134,11.569347656821565
baseline,25,3,1,sv1,False,True,False,[],,3.446803331375122,5.794249534606934,0.19002683460712433,LocationSensor,False,"[10.170212765957446, 6.0, 0.0]",6.7265568962910045,346.2803564071655,1.752824293539744,15.472467886374204,3228.8516952060363,6685.434197942905,11.569347656821565
baseline,26,3,2,sv0,False,True,False,[],,3.4874796867370605,-5.760282516479492,0.17687971889972687,LocationSensor,False,"[10.51063829787234, -6.0, 0.0]",7.027248490630528,22.087072372436523,358.0451146298837,-24.041957742552768,7531.592229712696,2160.5673179317164,11.542965707876377
baseline,26,3,2,sv1,False,True,False,[],,3.4937925338745117,5.782681465148926,0.1880231499671936,LocationSensor,False,"[10.51063829787234, 6.0, 0.0]",7.020210240535826,346.63450622558594,1.7739389494711766,15.13943272388525,3427.485803466287,6809.667536790719,11.542965707876377
baseline,27,3,3,sv0,False,True,False,[],,3.53353214263916,-5.745110511779785,0.1718883216381073,LocationSensor,False,"[10.851063829787234, -6.0, 0.0]",7.321969587728517,22.35993194580078,358.0050390803196,-24.354892865481133,7700.101575725708,2259.166286469744,11.516218659907556
baseline,27,3,3,sv1,False,True,False,[],,3.5409388542175293,5.771105766296387,0.18407592177391052,LocationSensor,False,"[10.851063829787234, 6.0, 0.0]",7.313707659502857,347.0231714248657,1.7934563455996575,14.770284920733957,3631.2607297638724,6930.974052317181,11.516218659907556
baseline,28,3,4,sv0,False,True,False,[],,3.5796148777008057,-5.729596138000488,0.16650331020355225,LocationSensor,False,"[11.191489361702128, -6.0, 0.0]",7.616675876573366,22.619600296020508,357.96548302485894,-24.654117271161567,7866.7661591613,2358.983496062816,11.489154233418583
baseline,28,3,4,sv1,False,True,False,[],,3.588233232498169,5.759554862976074,0.17914369702339172,LocationSensor,False,"[11.191489361702128, 6.0, 0.0]",7.607057093922461,347.44549083709717,1.8113163052023784,14.365825468105186,3840.0658831532505,7049.422096724977,11.489154233418583
baseline,29,3,5,sv0,False,True,False,[],,3.625716209411621,-5.713753700256348,0.16129380464553833,LocationSensor,False,"[11.53191489361702, -6.0, 0.0]",7.911378803865236,22.8665714263916,357.9264947647404,-24.94007666165112,8000.0,2460.0107396595813,11.461819678213848
baseline,29,3,5,sv1,False,True,False,[],,3.6356687545776367,5.748061656951904,0.173677459359169,LocationSensor,False,"[11.53191489361702, 6.0, 0.0]",7.900264300451737,347.90062141418457,1.8274643695939177,13.92684295540937,4053.776958225194,7165.063537170107,11.461819678213848
baseline,30,3,6,sv0,True,True,False,[],,3.671825647354126,-5.697597026824951,0.15688954293727875,LocationSensor,False,"[11.872340425531915, -6.0, 0.0]",8.206088604523925,23.101381301879883,357.8881122477173,-25.213269054162538,8000.0,2562.22931439515,11.434259866166515
baseline,30,3,6,sv1,True,True,False,[],,3.683239459991455,5.73665714263916,0.16825945675373077,LocationSensor,False,"[11.872340425531915, 6.0, 0.0]",8.193334125027409,348.38745975494385,1.8418671963659394,13.45440744142212,4272.216525054119,7277.959997151939,11.434259866166515
baseline,31,3,7,sv0,False,True,False,[],,3.7179348468780518,-5.681140422821045,0.15379829704761505,LocationSensor,False,"[12.212765957446809, -6.0, 0.0]",8.50081331562137,23.32472038269043,357.85037101045754,-25.474349372232837,8000.0,2665.5925171292733,11.40652110444255
baseline,31,3,7,sv1,False,True,False,[],,3.7309396266937256,5.725373268127441,0.16353125870227814,LocationSensor,False,"[12.212765957446809, 6.0, 0.0]",8.486271133243111,348.90401458740234,1.854489461831757,12.950474874429403,4495.072712700069,7388.236568771651,11.40652110444255
baseline,32,3,8,sv0,False,True,False,[],,3.764035940170288,-5.664396286010742,0.15230059623718262,LocationSensor,False,"[12.553191489361701, -6.0, 0.0]",8.795560534765569,23.537275314331055,357.8132894239395,-25.723985890391532,8000.0,2770.0479679099303,11.37864684710429
baseline,32,3,8,sv1,False,True,False,[],,3.7787652015686035,5.714241027832031,0.16018779575824738,LocationSensor,False,"[12.553191489361701, 6.0, 0.0]",8.779078247178862,349.4483451843262,1.8653069432115148,12.41696175888535,4722.025498992552,7496.00138106328,11.37864684710429
baseline,33,3,9,sv0,False,True,False,[],,3.8101227283477783,-5.647377967834473,0.1524723768234253,LocationSensor,False,"[12.893617021276595, -6.0, 0.0]",9.090336125096746,23.739704132080078,357.7768891894532,-25.962814942626892,8000.0,2875.544047571549,11.350681029809659
baseline,33,3,9,sv1,False,True,False,[],,3.826711893081665,5.703290939331055,0.15838401019573212,LocationSensor,False,"[12.893617021276595, 6.0, 0.0]",9.071758642643145,350.01856994628906,1.8743013360242633,11.855731389735183,4952.7507830467675,7601.346597228168,11.350681029809659
baseline,34,3,10,sv0,False,True,False,[],,3.856189489364624,-5.630095481872559,0.15408799052238464,LocationSensor,False,"[13.23404255319149, -6.0, 0.0]",9.385145573684941,23.932662963867188,357.7411688844928,-26.191494079374365,8000.0,2982.022098141642,11.322662828127017
baseline,34,3,10,sv1,False,True,False,[],,3.874776840209961,5.692552089691162,0.15814174711704254,LocationSensor,False,"[13.23404255319149, 6.0, 0.0]",9.364314118169302,350.61286449432373,1.8814654982397399,11.26860100391599,5186.919787408557,7704.349414440525,11.322662828127017
baseline,35,3,11,sv0,False,True,False,[],,3.9022319316864014,-5.612560749053955,0.15676797926425934,LocationSensor,False,"[13.574468085106384, -6.0, 0.0]",9.679992839909449,24.116785049438477,357.7061382685774,-26.410646780861043,8000.0,3089.42467844318,11.29463285282347
baseline,35,3,11,sv1,False,True,False,[],,3.922956943511963,5.682053089141846,0.15924550592899323,LocationSensor,False,"[13.574468085106384, 6.0, 0.0]",9.65674673761539,351.22945404052734,1.8867957863034024,10.65734174577608,5424.201191716308,7805.074189783932,11.29463285282347
baseline,36,3,12,sv0,True,True,False,[],,3.9482457637786865,-5.594783306121826,0.16005325317382812,LocationSensor,False,"[13.914893617021276, -6.0, 0.0]",9.974881954165808,24.292692184448242,357.6717923040801,-26.620899880368142,8000.0,3197.690348401967,11.2666283836141
baseline,36,3,12,sv1,True,True,False,[],,3.9712491035461426,5.671821594238281,0.16144266724586487,LocationSensor,False,"[13.914893617021276, 6.0, 0.0]",9.949058612570962,351.86662578582764,1.8902943330846125,10.023668547256989,5664.263633929775,7903.572680691135,11.2666283836141
baseline,37,4,1,sv0,False,True,False,[],,3.9942281246185303,-5.576773643493652,0.16347192227840424,LocationSensor,False,"[14.25531914893617, -6.0, 0.0]",10.26981545881783,24.460987091064453,357.63813155665997,-26.822855534404425,8000.0,3306.7575115710392,11.238686228776045
baseline,37,4,1,sv1,False,True,False,[],,4.019650936126709,5.66188383102417,0.16432954370975494,LocationSensor,False,"[14.25531914893617, 6.0, 0.0]",10.2412512080527,352.5227198600769,1.8919710255002504,9.36925116542335,5906.7751141348745,7999.885914556677,11.238686228776045
baseline,38,4,2,sv0,False,True,False,[],,4.040175914764404,-5.558539867401123,0.16648176312446594,LocationSensor,False,"[14.595744680851064, -6.0, 0.0]",10.564796213096514,24.622257232666016,357.60514367939845,-27.017113553267563,8000.0,3416.5616624593663,11.210839865887905
baseline,38,4,2,sv1,False,True,False,[],,4.068160057067871,5.6522650718688965,0.1673666387796402,LocationSensor,False,"[14.595744680851064, 6.0, 0.0]",10.533326045991297,353.1961340904236,1.8918397126054336,8.695705622181833,6151.405745377231,8000.0,11.210839865887905
baseline,39,4,3,sv0,False,True,False,[],,4.086086750030518,-5.5400919914245605,0.16894757747650146,LocationSensor,False,"[14.936170212765957, -6.0, 0.0]",10.85982626586065,24.777069091796875,357.5728275784914,-27.204241513305533,8000.0,3527.039907523792,11.183125159033622
baseline,39,4,3,sv1,False,True,False,[],,4.1167731285095215,5.642991065979004,0.17030370235443115,LocationSensor,False,"[14.936170212765957, 6.0, 0.0]",10.825285614975128,353.8851099014282,1.8899099411926639,8.004800039764461,6397.802759112924,8000.0,11.183125159033622
baseline,40,4,4,sv0,False,True,False,[],,4.131958484649658,-5.521438121795654,0.17063008248806,LocationSensor,False,"[15.27659574468085, -6.0, 0.0]",11.154907490828691,24.92597770690918,357.5411724416542,-27.384805265254954,8000.0,3638.1262358985095,11.155574163625197
baseline,40,4,4,sv1,False,True,False,[],,4.165487289428711,5.634085655212402,0.17285685241222382,LocationSensor,False,"[15.27659574468085, 6.0, 0.0]",11.117132022787933,354.5879559516907,1.886200049730062,7.29824409803939,6645.619223643473,8000.0,11.155574163625197
baseline,41,4,5,sv0,False,True,False,[],,4.177790641784668,-5.50258731842041,0.17154912650585175,LocationSensor,False,"[15.617021276595745, -6.0, 0.0]",11.450040038890537,25.069520950317383,357.51017297923624,-27.559347971081138,8000.0,3749.7543931357914,11.128217979830039
baseline,41,4,5,sv1,False,True,False,[],,4.214299201965332,5.625570774078369,0.17477072775363922,LocationSensor,False,"[15.617021276595745, 6.0, 0.0]",11.408867952452074,355.30304431915283,1.8807358910459817,6.577691571893126,6894.515519567532,8000.0,11.128217979830039
baseline,42,4,6,sv0,True,True,False,[],,4.223580837249756,-5.483547210693359,0.1716637760400772,LocationSensor,False,"[15.957446808510639, -6.0, 0.0]",11.74522601379372,25.20821762084961,357.47981785525417,-27.72839976559544,8000.0,3861.8581008012525,11.101086763870239
baseline,42,4,6,sv1,True,True,False,[],,4.263205528259277,5.61746883392334,0.1758156269788742,LocationSensor,False,"[15.957446808510639, 6.0, 0.0]",11.700496109727784,356.02881479263306,1.873538310080487,5.844723517447449,7144.162390059956,8000.0,11.101086763870239
baseline,43,4,7,sv0,False,True,False,[],,4.269329071044922,-5.46432638168335,0.17105472087860107,LocationSensor,False,"[16.29787234042553, -6.0, 0.0]",12.040465082741697,25.342565536499023,357.4501008786141,-27.892464657884943,8000.0,3954.9990970398835,11.074209708384029
baseline,43,4,7,sv1,False,True,False,[],,4.312201499938965,5.609800338745117,0.1757849007844925,LocationSensor,False,"[16.29787234042553, 6.0, 0.0]",11.99202073347663,356.7637710571289,1.8646349216467222,5.100863864517805,7394.240851678029,8000.0,11.074209708384029
baseline,44,4,8,sv0,False,True,False,[],,4.315033435821533,-5.444931507110596,0.16985340416431427,LocationSensor,False,"[16.638297872340424, -6.0, 0.0]",12.335758890484597,25.47297477722168,357.4210079798492,-28.051966797372472,8000.0,3926.736616866278,11.047613156912956
baseline,44,4,8,sv1,False,True,False,[],,4.361283302307129,5.6025848388671875,0.17478671669960022,LocationSensor,False,"[16.638297872340424, 6.0, 0.0]",12.283445182973223,357.50648045539856,1.854055233209715,4.347574777811133,7491.351493752689,8000.0,11.047613156912956
baseline,45,4,9,sv0,False,True,False,[],,4.36069393157959,-5.425369739532471,0.1682368516921997,LocationSensor,False,"[16.97872340425532, -6.0, 0.0]",12.63110714504308,25.599395751953125,357.3925281714465,-28.20686758050664,8000.0,3899.2370891418386,11.02132153581874
baseline,45,4,9,sv1,False,True,False,[],,4.4104461669921875,5.595839500427246,0.17303606867790222,LocationSensor,False,"[16.97872340425532, 6.0, 0.0]",12.57477389149091,358.2559503316879,1.8418366644723185,3.585886332784412,7583.7899747807405,8000.0,11.02132153581874
baseline,46,4,10,sv0,False,True,False,[],,4.406310081481934,-5.4056477546691895,0.16642318665981293,LocationSensor,False,"[17.319148936170215, -6.0, 0.0]",12.926510042493184,25.721773147583008,357.3646494379341,-28.35712370964893,8000.0,3872.5128916158783,10.995358791240115
baseline,46,4,10,sv1,False,True,False,[],,4.459684371948242,5.589581489562988,0.17060892283916473,LocationSensor,False,"[17.319148936170215, 6.0, 0.0]",12.866012289446562,359.0112318992615,1.828013052069215,2.816781152807721,7675.696821841989,8000.0,10.995358791240115
baseline,47,4,11,sv0,False,True,False,[],,4.451880931854248,-5.385771751403809,0.16454985737800598,LocationSensor,False,"[17.659574468085104, -6.0, 0.0]",13.221968268316479,25.840068817138672,357.3373588563908,-28.502709960747893,8000.0,3846.5730840343645,10.969746487768187
baseline,47,4,11,sv1,False,True,False,[],,4.508992671966553,5.583826065063477,0.16827932000160217,LocationSensor,False,"[17.659574468085104, 6.0, 0.0]",13.1571654363896,359.77140817046165,1.8126235586519714,2.0412153881903237,7766.917762290643,8000.0,10.969746487768187
baseline,48,4,12,sv0,True,True,False,[],,4.497406959533691,-5.365746974945068,0.1627405285835266,LocationSensor,False,"[18.0, -6.0, 0.0]",13.51748111580854,25.954242706298828,357.3106403026492,-28.643602403649652,8000.0,3821.426374642332,10.944503790951595
baseline,48,4,12,sv1,True,True,False,[],,4.5583648681640625,5.578587055206299,0.16633231937885284,LocationSensor,False,"[18.0, 6.0, 0.0]",13.448239434492749,0.5355948209762573,1.7957098810672179,1.2601150600909534,7857.309078994855,8000.0,10.944503790951595
target,1,1,1,sv0,False,True,False,[],,2.442768096923828,-5.9888763427734375,0.1346266120672226,LocationSensor,False,"[2.0, -6.0, 0.0]",0.4429078046316665,9.243227005004883,181.43913840793084,172.19591140292596,-8000.0,8000.0,11.977762222290327
target,1,1,1,sv1,False,True,False,[],,2.4427707195281982,5.988885879516602,0.12860728800296783,LocationSensor,False,"[2.0, 6.0, 0.0]",0.4429101869969101,350.7567834854126,178.5621034164532,-172.1946800689594,8000.0,-8000.0,11.977762222290327
target,2,1,2,sv0,False,True,False,[],,2.47375750541687,-5.986358642578125,0.15516550838947296,LocationSensor,False,"[2.3404255319148937, -6.0, 0.0]",0.1340279888315985,10.009260177612305,185.8416751770314,175.8324149994191,-8000.0,8000.0,11.972713947296164
